Dataset,Total Instances,Unique Rule Types,Unique Nodes,Avg Node Participation
RulesSpotify_Original_100.csv,99,21,92,0.039306104523495825
RulesSpotify_Original_1000.csv,1000,26,186,0.02
RulesSpotify_Original_270.csv,270,21,134,0.026699834162520728
RulesSpotify_Original_LRT_100.csv,99,5,61,0.06557377049180328
RulesSpotify_Original_LRT_1000.csv,1000,8,303,0.013201320132013201
RulesSpotify_Original_LRT_270.csv,270,8,73,0.0547945205479452
